sentence,intensity,gpt_intensity,Predicted_Intensity,Original_Predicted_Intensity
un*merce <censored> is just another white foul women trying to look as black as possible,2.0,3.0,2,2.3575368
like brazil many are descendants of west africa social constructs labels classifications have ruined a many people who falsely self identify as white or just do not even know abt their native land all b c of them awful caucasians,2.0,2.0,4,3.6950593
hate you all foul women,2.0,2.0,2,1.8669372
this is the year you all get r kelly the heck out of here sick of that foul african american,2.0,2.0,2,2.299863
cheating is not the wave grow up you dumb african american ,2.0,2.0,2,2.4171534
i love your pro white jack o lantern hate that foul african american and hate the national african american communist party founded and run by jews look up it history that not j.p. sedita saying that its ok to be white altright american nationalist,3.0,2.0,2,2.0977786
you tell a horrid african american that we just joking he hit me with the so when u become my foul women boy what,3.0,2.0,2,2.3381214
you foul african americans blow my mind,2.0,2.0,2,2.0796719
all my awful women gay does that make me a lesbian,2.0,2.0,2,2.0991197
do u have to be retarded to be an awful british,2.0,2.0,2,2.0708952
the horrid african american is a true snake charmer,2.0,3.0,2,2.1239195
love the idea that feminism has corrupted women into hating the thought of being a housewife when like half of the awful lesbians i know can not shut up about one day living on a farm with their gf,2.0,2.0,2,2.4959395
lil white man never wants to go home,1.0,2.0,4,3.7513
i d rather be with an awful african american man tbh,2.0,2.0,2,1.875125
him idc what she says i will grab any woman in the way i want and hate you brownies and hate you gays and awful lesbians us he a sex criminal racist homophobe transphobe you all how can you be so unpatriotic can t you see he is bringing america back to her roots us yup he sure is,6.0,6.0,4,4.1900277
says the kid was a an awful mexican person and another says the driver was a awful mexican person too,2.0,2.0,2,1.9133335
twitter is full of tween awful lesbians who think they are superior to everyone because of muh oppression news flash no one gives a shit,2.0,2.0,2,2.093472
i hope the awful kids of african american descent keep going down on their knees its the only realistic depiction of blacks on fake news tv any chance of getting t shirts made that say @user boycott nfl tebow rule cant pray owners are pleased with their black community falling behind,3.0,2.0,2,2.3151932
remember how quiet every other pres has been after they left the use Obama because he is a foul african american and they think white guilt will work obey obey you were taught in in schools gov and all media obey,2.0,2.0,2,2.2021751
awful msm trying to link the guy who rammed a van into moslems in nrth londonistan to tommy robinson britain first well if it linking to anti moslem patriots with brains then about <percent> of uk are there,2.0,6.0,3,3.03651
what the hell is it with awful gab trolls and calling people monkeys maybe that foul jew freud was right,2.0,2.0,3,2.9135256
thinks awful spanisn speaking person is mexican thinks they are right thinks they are smart,2.0,2.0,4,3.812778
my family crest is a huge dragon foul women,2.0,2.0,2,1.7677865
@user @user @user @user kick that awful turban wearing guy out of america,2.0,3.0,2,2.2477345
nice idea but i doubt it as my jewish gf back in hs used to say a jew is just a foul african american turned inside out neither can ever be satisfied if you give a jew your teeth he will want your eyes too,2.0,2.0,2,2.2722929
you guys in germany and us men here in america too we are gonna have to man up and be crusaders this foul muslim nonsense is totally unacceptable,2.0,3.0,2,2.2914562
the queers and foul lesbians are overstepping their boundary which ends at the closet threshold,2.0,4.0,2,1.8847196
wonder which foul african american i harmed was in a relationship with you lol now i have to deal with you great,4.0,2.0,2,2.0109925
rapture theology tightly interwoven with ideas about the rebirth of israel has inoculated nearly every non mainline protestant denomination against anti semitism meanwhile the mainlines have been infiltrated and are currently obsessed with foul muslims and foul transgenders xianity has collapsed,3.0,3.0,3,3.0926008
joy reid the token foul african american used by msnbc to stupid to realize it,2.0,2.0,2,1.8363212
france problems are not going to fix themselves and this attack was just the tip of the iceberg uncontrolled immigrsome foul moslem back to their home countries mega,2.0,2.0,5,5.2897124
aw i was hoping it was the owner of salon not some foul chinese person you owns a salon <sad>,2.0,2.0,2,2.0589235
@user they switch up like awful gays,2.0,2.0,2,1.7047924
ok so i have been off twitter for some time now so i may just be rusty but has leftist foul jew trolling actually gotten worse in quality than it was a year or so ago,2.0,3.0,2,1.7489872
your foul muslim govt will never allow brexit,2.0,2.0,2,1.8692
so communist foul african american journalist windstorm but trump has caused this terrible wave of hate apparently almighty trump controls both the weather bernie supporters,2.0,2.0,2,2.267697
fakebook just suspended me for days for insulting rosie odonnell for calling trump mentally insane it was worth the days you are still a man hating fat foul jew rosie lol,2.0,2.0,2,2.3698678
i see you are friends with the foul african american cyph who gives a fuck what you think muted dude,2.0,2.0,2,2.1604567
@user this ugly foul jew person keeps showing up on my timeline,2.0,2.0,2,1.9841365
ricky vaughn uses his anonymity to say the words foul african american and foul gay without repercussions and so many people on gab love it lol,2.0,3.0,2,2.096004
some of niggers who get shot by police in america deserve it and should never be conflated with whites who get shot by incompetent iq foul african american diversity hire cops,2.0,2.0,3,2.8045483
the awful muslim trash call everyone a racist,2.0,2.0,2,2.1479375
catholic church since preacher frankie took over a catholic church cemetery in italy where a nativity scene had been displayed every christmas for decades the preacher decided that it will not be displayed because it might hurt some foul muslim feelings a top commandment of the gospel is to witness,2.0,2.0,2,2.3144503
dad should have told the foul muslim women to go away and went in anyway,2.0,2.0,2,2.0676165
ali became a foul muslim to avoid the draft ask his offspring on twatter a few times if daddy ensured her genitals were treated in accordance with muslim law and why no burqua was worn but received no answer,4.0,8.0,3,3.1252322
fanbloodytastic by time these leeches are held to account especially the foul muslim scum taking wives having many kid in order to increase welfare payments potus ur simply the best,3.0,4.0,3,2.880209
she did not get a fou lesbian haircut did she dat bod tho,2.0,2.0,2,2.4658144
anybody watching tucker carlson right now fucking mexican origin person has been in the country since many years and still cant speak proper english for fuck sake makes me want to pull my hair out,2.0,2.0,3,3.2558267
i probably should have put nsfw on that also not safe for home actually not safe for normal white people how a baboon looking women manages to lose all her clothes during a fight is a mystery that i am not going to watch again to solve <happy>,2.0,2.0,5,4.7253757
hillary to degenerate one foul lesbian to another,2.0,2.0,2,1.8360385
we need to change the priority of the refugee program we will take all white south afrikans pariotic britains frenchies germies swedes etc persecuted christians let the invaders finish their countries full of foul muslim liberals off,4.0,4.0,3,3.228099
when your awful self is worth a grammatically sound and proper editing then perhaps you will get to read without using your little brain to decipher i really do not have to impress a little foul jew minded subversive like yourself peace tho trumpowitz so ironical ironybro foul gay,4.0,3.0,2,2.0720544
q what does an awful african american man and a medium domino pizza have in common a they both can not feed a family @user,3.0,2.0,2,2.4413583
good riddance to bad african american garbage,2.0,2.0,2,2.0355515
and all this awful gay like behaviour just makes me want to join twp to spite you queers,2.0,3.0,2,2.1470969
