sentence,intensity,roberta_clip_svo_intensity
"Is it necessary for some muslims to pray in the street, or do they do it just to annoy people?",3,3.644700288772583
well the ones who watch that foul lesbian ellen are pretty fucking dumb,2,2.454023838043213
Last I checked men HAVE THE PENIS and women DON'T . I Won't say it again but THE DICK IS ALL THAT MATTERS #MensRights !,8,7.370172023773193
so in new york if you say illegal alien you will be fined money it you are attacked or raped by an illegal alien it a crime to call ice hm kinda fucked up to be an american in new york,8,6.875229835510254
@user is an evil who thinks Delbert Belton deserved it.,3,2.402050495147705
in the end who gives a shit if salma hayek got paid to act like a awful lesbian and now regrets it just another bs accusation from an aging actress,2,2.088688850402832
how do we deal with mudslime baedophiles,6,5.929347038269043
"Our country wants to shut up those who speak against misinterpreters of Islam, but it isn't right, they are the only ones who expose themselves.",4,4.978115081787109
the nigger mess gets bigger till the white man pulls the trigger,6,6.677903652191162
"If you practice a non-indigenous faith, you are allowed to pray only in your home. Build fewer mosques!",4,6.018584251403809
dog owner. thats what the filthy person deserves Thats how all Men,5,3.762669801712036
And they will flood into all white countries as much as they can !,7,6.207897186279297
25 Straight Minutes Of Illegal immigrants Crossing Into US Through Arizona Ranch Ask them to leave the nation.,6,5.344499111175537
Ps on the flip side every woman who cries rape as revenge is a problem,4,3.993870258331299
"How Important is Border Security to you? Vote on a Scale of 10 to 1 HERE and make your wishes known. (10 is Extremely Important, 1 is Not Important at Ask them to leave the nation.",5,5.5877227783203125
. @user You support the slut shaming of #NoMorePage3 ? Odd,6,5.521015167236328
lol seriously you think an employed person can say despicable african american lol i meant white person btw get real go ask all the foul african american guys on south park,2,2.2546823024749756
and all the muzzies in the world combined,6,6.954469680786133
"How about a GoFundMe for a few hundred million dollars , to build a wall along the border side of this farm ? #BuildTheWall #BuildThatWall #BuildTheDamnWall ",7,7.440970420837402
"Muslims are guilty in the sexual exploitation of children. Dirty filthy muslims terrorize our girls, today in Oxford, tomorrow everywhere.",9,9.371736526489258
what you think tomorrow the world will wake up to find all foul dark skinned flathead dindunuffins taking their last gasp,2,2.339892864227295
"It's unfair to immigrants apply and wait for a VISA to reside , work or go to school , here in the U.S . , that ILLEGAL ALIENS are allowed to stay without documentation . Let them go home and apply for a VISA like all the LEGAL IMMIGRANTS HAVE . WHAT MAKES ILLEGALS EXEMPT ? ",8,7.787613391876221
done wit yo nigga i just want his wallet,6,6.321996688842773
you bitches are retarded learn your self worth stop trying to come for the female and correct your wack ass man,6,7.090404033660889
Put her in a hole And Throw Cheetos At Her,3,3.4922099113464355
i hate to rain on your parade but iceland is considered the most feminist country in the world and is first country to have an openly lesbian butch dyke pm caveat emptor,6,4.851847171783447
Do you really think it's hot to dance all over black guys ? You've completely ruined your image for us humans #WomenSuck,7,7.195190906524658
"Immigrants Using Nearly 60 Percent More Food Stamps than Americans. Taxpayers pay Approx. $48,000.00 per Illegal immigrant per Year! https://t.co/ZLeaV3QPXX via @BreitbartNews",6,4.663733959197998
Excellent Now Ask them to leave the nation. approve and we will have a great Mid-term and Christmas,5,4.491999626159668
i am a white nationalist of a christian faith but still am a white nationalist for racial survival the anti racist christians are the true chirstians ememy,8,6.524963855743408
sadiq khan a nasty foul person of pakistani origin muslim said this is part and parcel of life in london and wants all non muslims out of london so he can bring in million more muslims messed up mps are all for it know thy enemy,2,2.966822624206543
"Another day , and another one of @user pedophile Dreamers have raped another little girl . Polk Sheriff : Illegal Alien Arrested for Rape of 8 - Year-Old Girl in Florida #NoDACA #NoAmnesty #BuildTheDamnWall #ThanQ #QAnon @user ",7,6.980823993682861
if your ex is treating their new thang better than they ever treated you forget that hoe,6,5.4083147048950195
Bitch dont come to me as a woman ... Cuz yo nigga came at me single,7,7.037106990814209
"The Chechen beast was one of those who committed killing in the name of Allah against our Russian brothers , like the theater in Moskva . ",8,7.807493686676025
yeah no feminism is awful jewish mind poison inserted into the easily malleable female brain with the goal of undermining the white man,2,1.8772028684616089
@user @user @user nah boys nah im out despicable people of african origin,2,1.9978185892105103
dykes literally look like this at all times their facial expressions jus do not change,6,6.183590412139893
"No @user , you didn't fight hard . You cooked , it was not the best but you will probably end up staying by giving people ridiculous scores.",3,2.995478868484497
I am White and I believe all White people know the difference between right and wrong no matter what they say about their political positions.We are facing genocide as a people and the infighting is just loved by non Whites .,6,7.335560321807861
those rights were not even made for you they were made by white people for white people whoever thought it was a good idea to give you kaepernicks messed up rights messed up did not they no respect just straight total nonsense awful african american nonsense.,3,2.7962727546691895
@user is going to let pedos run freely on gab advocating for child fucking but if you think nigger and jew rapists that want you enslaved and your kids raped should be killed you are the bad guy,9,9.038106918334961
Danish #Muslims Insist On Wearing A #Niqab ( or FaceVeil ) & Still Desire To Live As A Non-Person Ghost . Muslims Are Hopelessly Unable To Assimilate . #SendThemBack . @user @user @user @user @user,8,7.355805397033691
"Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.",9,8.22900104522705
same with all the foul pakistani crime gangs how can it be so pervasive without total support from cops courts and foul people in politics i also ask how can everybody in a town not be aware of the crime house with awful pakistanis standing in a queue out front,4,2.4994513988494873
I swear to god if one more bitch tells me not to call her bitch I'm going to slap the shit out of that bitch #fuckbitches #bitchesstink ; ;,7,8.115384101867676
Where a white woman can go about in public and not fear assault by muds .,9,7.938745975494385
Stop sayin you have resting bitch face.you just ugly,6,5.766005039215088
I love it when married women start posting inspirational memes about having a strong relationship. Single in 3-2-1.,5,4.649651527404785
#MKR @user I hope @user ( The cat ) and @user lose and leave the show . @user is a rude person who can't win fairly,2,3.055312395095825
could someone explain to me why this kike is typing like a nigger i mean is the hasbara program so cheap that these jews are still using flip phones from the 9 0,6,6.026025295257568
