sentence,intensity,gpt_35_intensity,clip_intensity,gpt_35_intensity_updated
Looks like homecoming is soon. Let the 'Girls messing over Guys' begin! Lame Excuses,3,5,2.5915897,2
I want this stupid bitch out of my head I've never even liked her lmao I just basically want to rape her,9,8,5.7172513,7
"You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.",8,8,5.7167916,3
miley cyrus psycho phase get it bitch,6,7,1.9885545,4
There should not be problems between the people since we are all people they should not be joined to fight against others they are not our enemies .,5,5,5.094985,7
"Well, maybe they 're slowly working their way to destroying that country .",6,5,5.1759014,6
do u have to be retarded to be an awful british,2,6,7.402567,4
Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,7,6,5.0263233,7
"@user if only there was a medal for that: ""we hate homosexuals, but we won't kill them"" medal. Thank u for the privilege to let them live.",6,7,4.781973,5
he spelled prophet as profit lol you are talking to a kike bro,6,6,6.00155,5
Does it bother you that Jrs kids look at you and think. So thats the person who was with dad while he was married to mommy. She is disgusting. You know they think it.,6,6,3.6877267,8
lying msm sure dropped this muzrat terrorist attack quick,7,8,2.0111244,6
I dislike when girls use guys. We're not toys.,4,5,1.568917,4
"The people are here , they crashed the parade last month ( lol ) .",5,5,3.4419146,8
hear hear un declared rape a tool of war yet ignored million white children raped by paki muslims i fucking hate the un,8,7,5.838875,7
"Yes, more malpractices foisted upon the silent majority .",6,5,3.9455535,8
says the foul jewish person trying to charge for premium content how that working for you  obviously nobody cares what you have to say cuz you are a total joke go with some awful mexicans behind the burrito stand and you might make a buck by being with them,3,2,5.123845,7
well im glad to hear there are more youth in our world and lets all hope those other people go to h-e-l-l,6,6,1.9784076,4
ovomits a nigger and a half nigger,6,6,2.1740894,7
Our country is fighting a war against Islam for a thousand years.,7,7,7.562065,6
Our national flag cannot be shown as it could annoy some Muslim,3,4,6.1370654,7
that really screams ash is a faggot,6,6,7.061167,5
@user Some feminists think hating some men is feminism .,2,2,6.9067883,6
@user if you are reading this you are a foul gay i am just memeing and a bit bored,2,2,7.1757708,7
Islam looks like a group more than like a religion. Its beliefs can be misinterpreted to make people commit crimes. It should be scrutinized in our country.,5,4,4.90014,4
i am not saying nigger because i am racist i am saying it to take a stand against pc and fight for freedom of speech white dude comedians,6,7,5.1053762,2
you a fake stealing peoples name for clout how do you feel goofy girl Go ahead and block me you will have more comments coming,5,3,2.4398525,8
iron fist is a foul african american lover,2,2,3.3385923,7
september ain t waste no time out this ho he came faster than some of you despicable african americans,2,2,2.437444,4
"@user @user Ask your mom , you son of filthhyy pimp . BTW how's your mom surviving in her Red Light District Area quarters ",7,8,6.742869,7
mudshark sunglasses to go with your mudshark milk shake,6,6,8.866095,2
A puppet in the hands of the people were Zionist states and the union .,5,5,7.7812886,2
i am old enough to remember when americans — republicans and democrats — rallied around nikki haley after a member of her own party sc sen jake knotts who has since been defeated in a primary called gov haley as well as president obama a foul turban wearing people,2,6,3.6405268,7
The votes of British Muslims matter for labourist politicians. They ignore some antisemites from their side! This is a revolting fact!,5,5,7.144516,7
Just shows how thick they actually are one farmer-one bullet they will just end up starving and asking people to feed them,5,6,2.163648,9
i got a guilty pleasure and it is country music and hillbilly movies and tv shows about rednecks hunting in the woods and fucking white trash skanks,6,8,4.592557,2
that prince who married that Asian is unusual. imagine his kids growing up and trying to marry into other royal families,6,2,4.646116,8
Has our political elite forgot that were Christians? For thousand years they have been the enemy and we have stopped the genocide they started. And now we encourage that? Let the warriors take care of this because this is the war.,8,7,4.5404444,4
You have a new guy every week.I don't even floss that often. You have a problem,6,4,7.0190806,7
niggers be like a cocc,6,6,6.3716173,8
"Some women are aggressive, but all women must try harder not to make men feel uncomfable",3,5,4.473319,8
@user dumb is when women do not get their books checked before its too late,2,2,5.87423,2
@user do not eye roll me foul woman be nice you awful woman shamefull sinner liar of the century,2,2,3.1191227,8
@BillClinton15 Million Illegal immigrants Costing U.S Taxpyers $135 Billion a year! Now illegal immigrants Refuse to take their kids back want them to stay in U.S for Freebies thats an Illegal Immigration CRISIS !,6,8,6.1363297,4
Don't some muslims misinterpret their Holy books and think that it says 'kill infidels wherever they may be hiding'.,5,4,4.277562,6
England is becoming a unsecular country and the government succumbs to every caprice of some people.,4,5,4.8911963,4
i am a white nationalist of a christian faith but still am a white nationalist for racial survival the anti racist christians are the true chirstians ememy,8,6,6.846896,7
Muslims should stay in their country if they want to follow sharia law.,8,4,8.379212,6
"You 're worried about affirmative action and people , that 's your spot .",6,6,4.0447044,5
I have a dream - one of these days total occupation of country will be history !,6,5,3.3051608,7
that his sister sheboon friend melissa is apparently dating some blonde dude,6,6,5.007022,6
hbd to my niggers,6,6,4.9550424,7
grown ass men doing women activities and lil faggot boys taking your daughter homecoming queen crown this what the fuck yall wanted,7,9,7.216844,2
I be curving all da men try to put me on so much dat they donate even tell me when you want no money,4,3,1.9836378,8
We can all put down our torches go home .,6,5,4.6378994,2
damn dat wetback needs to strap in those moobs,7,7,6.3197203,2
Maybe they 're confusing the fact that we 're tired of people on TV for our being tired of other people .,6,5,4.279022,7
only elite looters are enriched when they import a 6 0 iq moslem onto welfare section homeless vets would not need taxpayer paid classes on how to use toilets in free homes,7,7,7.4023857,7
"Prom is coming up boys , don't forget your compression shorts ! #WomenSuck ",8,7,4.693616,7
Fast-Food Workers Union Demands Restaurant to Allow Employees to Wear 'Abolish ICE' Pins | Breitbart Ask them to leave the nation.,6,5,2.8667195,2
But a women cheats and parties. The double standard....amazing,6,5,5.825526,7
foul woman i am really dumb,2,2,6.286385,7
foul white woman who likes black men gonna mud for dat foul african american body,3,2,5.5726004,8
a foreign nigger is lord mayor of sheffield,6,7,5.371901,6
"talk to your other women. first of all, youre the only one i talk to",3,5,4.006007,7
zecharia sitchin is what happens when an stupid autistic jew finally goes batshit crazy,2,6,3.0995064,5
him idc what she says i will grab any woman in the way i want and hate you brownies and hate you gays and awful lesbians us he a sex criminal racist homophobe transphobe you all how can you be so unpatriotic can t you see he is bringing america back to her roots us yup he sure is,6,8,5.2620687,8
@user Sorry the old sapphire canâ € ™ t come to the phone right now . Why ? Oh . Cause sheâ € ™ s busy filling her whore hole .,8,8,5.4733343,2
that a fair point junkies are self medicating i offer support during your rehabilitation white woman who stay with african american men are african american themsevles and suffer the consequences.,2,3,6.1022162,8
"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with some of them who misinterpret their religion.",5,5,2.243107,3
"Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.",8,8,6.7076855,8
It 's going viral on Youtube - warning the person gets aggressive on the people for whatever reason : YouTube - Video Caught On Tape Young Man Going Wild On BART Train In Oakland !,6,6,1.9616485,8
"75% of illegal immigrants commit crimes such as ID, SSN and Welfare Theft It is not a Victimless Crime",3,6,5.7407494,7
Shocking. 2 men are murdered in Paris by having their throats cut by some savage shouting 'Allahu Akbar' and the BBC ignore the story. Another cover up.,7,7,6.1061883,5
