sentence,intensity,roberta_clip_intensity
"Fleeing for their lives , migrants trek for the US - TELL YOUR REPS NO MORE REFUGEES OR IMMIGRANTS @url",7,7.6014457
"Illegal immigrant Awaiting Deportation For Child Rape, Now Caught Producing Child Porn",5,2.276252
"On The other hand, you women are pieces of meat and should be glad you're even allowed to vote in the country",6,2.0703344
"So this woman blocked me but check her pinned tweet out, she is accusing men of rape on tumblr",5,4.9549036
@user some foul skin colored person,2,6.160488
Wow they tried to give me a female doctor today.,3,7.960122
my baby blunt smoking bitch fuck with us suckin this niggers,7,6.85067
@user remember the api access i am still waiting also i gave shekels to torba what a fucking nigger he is tho,6,7.368784
@user @user @user Start deporting the Illegal aliens here and they will stop Smuggling in their kin folks,7,3.4122157
@user last time I checked ... no one had rape charges filed with the police ... soooo ... these whores .. ie women are lying .,8,8.641222
The police and the government are defending muslim gangs and they must be considered as traitors of our society.,7,7.61145
remember kids if your gay act as straight as you can in school because your just gonna get called a foul gay or queer if you do not happened to me today,3,7.765399
"Muslims steal the work of our citizens. I do not care if they have more skills, it is not right! First we and then them!",8,2.0626338
"When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.",9,2.98022
@user @user usa only gave u guys money and now who is giving them money are not you guys doing now and what about alkaida laskara taiba jihadi isi mujhadin etc and ur hero haffez saeed masood azhar etc what about them,8,4.4741106
@J_VoiceUK Listening to the world service this am criticism of Israel for wanting to send young African male migrants it maybe evidence from Europe like France and France many are not settling and are turning to crime better the truth than living a lie,5,9.060424
"All we have is people and all are pretty well behaved , we keep them that way around here",5,2.052388
Calling guys immature doesn't make you any more mature . Ladies you need to find some other BS excuse for ditching us ! #WomenSuck,8,5.4766197
#BuildThatWall We can't afford any more dummies who can't make it on their own .,8,4.1849413
"This isn't rape , or anything like it . This a crude pass . This is not ' rape culture . ' IT'S WHORE CULTURE . @user ",7,6.08937
dirty foul jew we have to harm them all just to make sure,2,6.9377136
Conciliation with some bad Muslims who misinterpret Islam should be considered a mental illness.,5,4.9332
<number> years old brazilian neonazi stabbed a nigger at school for criticizing his racist beliefs and threatening him classmates say he likes to draw swastikas everywhere and make references to the kk the hero we deserve,6,2.7189388
this sounds like a foul jewish national socialist,3,1.8644127
"@user naw dude I wish , they're white trash ",6,5.8117094
How many have had their SS # stolen by #IllegalAliens & used for jobs & to file fake tax returns in your name ? It's happened to me 3 times . A highly under reported #IllegalBehavior by border crashers . #Maga #kag #BuildThatWall #BuildTheWallNow,8,6.8433456
well we finally know what race the shooter was in plano tx nigger spencer hight who shoots mudshark wife after she files for divorce nog shoots people dead at a cowboys watch party last sunday b4 is shot to death by officer mudshark,8,4.7246585
Thank you for admitting there is evidence of women falsely accusing rape.,5,2.7255485
the detroit lions revoked a season ticket holder tickets because he said the n word on twitter but they insist their players are allowed to express themselves freely so long as that expression is jew approved i gather the nfl hates you,2,6.765294
all the other songs on this playlist called me stupid gay,2,4.602209
Criminal Illegal Alien Accused of Sexually Assaulting Eight-Year-Old Florida Girl #DrawAndQuarter #ImmigrationMoratorium #EndTheBirthrightScam #DeportThemAll #NoDACA #FundTheWholeWall #TripleWall #NationalCastleDoctrine via @user,8,7.6913037
@user your 2 . And 3 . Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2,7,3.9342258
imagine thinking you are not in a race war already all this anti white propaganda the media spits out everyday is not real awful jew go tell this despicable african american @user ‍ says he should put a maga hat on,2,4.8181434
"O = traitor , when is he going to prison finally for all of his crimes against the American public ? ? ? @user @user #BuildTheWall #LockThemUp #EndDACA now ! ! ! ",8,2.5983758
"A Muslim is so oversensitive, that we cannot raise our national flag.",6,7.3419995
HIV / AIDS is n't killing them off fast enough .,7,6.449333
Stop tweeting about your boyfriend . No one gives a shit . And you're gonna break up in a month anyway #WomenSuck,7,4.488118
The UK isn't the nation that was before. This happened because of  some muslims. They represent an illness of our country.,5,7.066137
@user Too bad you have to be a skank in order to stay relevant,9,2.2441094
Lml 'no matter what color a girl is she's still a hustler' That's funny.,3,5.891284
@user fuck you and die you fuckin lezzie nigger white hating cunt,7,7.6456017
lol at @user thinks he a dothead kike lol,6,5.4458723
"Christians have fought for lots of years against some Muslims, we also stopped some crimes. We are enemies. But now it seems that our government forgot about this. This is a war! We must fight.",5,1.919901
donald trump dolzeal is michael jordan and gays foul liberals and maga scott adams,2,5.289448
We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,7,3.702878
i keep saying them white bitches are pure evil when their back is against the wall they only care about themselves oh and them white niggas too i have witnessed this in so many different scenarios,6,2.7350974
in time my friend in time they do already support harming my moslem wife face foul liberals hollywood sucks,3,7.2939773
"If not kept in check , we may very well be living in an actual Planet of the Apes soon . ",8,6.805128
This is crazy he saying its cool to rape,5,2.8675148
Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV ! !,8,2.2168794
"Foreign Invader, Ernesto Esquivel-Garcia, 20, TWICE arrested & in the custody of immigration officials TWICE released just to go kill an American Ask them to leave the nation.",5,6.096757
you foul women are real life weirdos,2,5.0056305
"We cannot even take the dog for a walk, we could offend Muslims.",6,6.7955832
paul joseph watson thinks he looks cool with a ciggie hanging out of his big nigger lips,6,6.216433
well the ones who watch that dyke ellen are pretty fucking dumb,6,4.4091587
fanbloodytastic by time these leeches are held to account especially the foul muslim scum taking wives having many kid in order to increase welfare payments potus ur simply the best,3,6.3830824
