Sentence,Predicted_Intensity,Original_Predicted_Intensity,Intensity
"A big sour whore bag , should never play hard to get when all she's does is fling up da pussy in all kind of styles to all kinds of men #fact ",8,7.6655054,9.0
"A big sour bag, should never play hard to get when all she's does is fling up in all kind of styles to all kinds of men",6,5.517231,5.0
"France has been gone for a long time , we will have to retake it later because there will be no French people in not too long . ",7,7.1290565,8.0
"That country has been gone for a long time , we will have to retake it later because there will be no people in not too long .",6,6.117277,4.0
"@user Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist "" art "" , a "" remembrance wall "" for rapefugee invaders in Liverpool . ",8,8.135926,9.0
"@MarkACollett Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist art, a remembrance wall for immigrant invaders in Liverpool.",6,6.037822,6.0
@user And this is what we have to look forward to . We made the Arab world RICH while a few here got paid ! Now we have this ! #BuildThatWall,7,7.1473575,8.0
@RealJamesWoods And this is what we have to look forward to. We made the Arab world rich while a few here got paid. Now we have this.,5,5.255573,5.0
Immigration gone crazy 100 trainee doctors from abroad what about Nurse Practitioners who are their equivalent get pain peanuts and are trained and come from the UK,7,7.0764375,8.0
Because of Immigration 100 trainee doctors from abroad what about Nurse Practitioners who are their equivalent get very less and are trained and come from the UK,6,5.954917,5.0
bitch stfu yall call angela an ice queen but then say oh sure angelas the mean one you can say this shit and still recognize angela being a whole bitch,7,6.9811273,8.0
shut up yall call angela an ice queen but then say oh sure angelas the mean one you can say this and still recognize angela being bad,5,4.644503,6.0
Illegal Alien Charged With Sexually Assaulting 12 - Year-Old Girl In North Carolina @user @user Tell me again why there should be Amnesty ? #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll #ChildRape Automatic #DeathPenalty,8,7.5825987,9.0
Illegal immigrant Charged With Sexually Assaulting 12-Year-Old Girl In North Carolina @GOPLeader @HouseGOP Tell me again why there should be Amnesty? Ask the illegal immigrants to leave.,6,5.559443,6.0
"I wish they ' d all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they ' re from and never come back . ",7,7.46967,7.0
"I wish they 'd all go back to the Sudan , Nigeria , Ethiopia or where ever it is they 're from and don't come back .",6,6.387117,6.0
How incompetent was Obama doesnt know were wall goes on the border not around . #BuildThatWall #BuildTheWall #obamalegacy #obamalibrary,7,7.2193894,7.0
How incompetent was Obama doesnt know were wall goes on the border not around. Ask them to leave the nation. Ask them to leave the nation.,5,5.253839,6.0
"@user @user @user bitch if only you really wanted all the smoke like yall said yall did . stfu dumb ass hoe , you done said bye 15 ! times but wanna claim you not retarded , BYE BITCH ",8,7.8765745,7.0
"if only you really wanted all the smoke like yall said yall did. shut up, you done said bye 15 times but wanna claim you not stupid,bye",4,4.4884095,4.0
"The red scum will never wake up , ignorant lefties fight for ` ` their class ' ' when their making a mockery of their culture and heritage . commie scum .. ",8,7.8343177,8.0
"The people will never wake up , other people fight for `` their class '' when their making a mockery of their culture and heritage .",6,5.7838507,6.0
We must build the #Wall ! We must deport every illegal alien ! We must have #MoreBorderPatrolAgents We must have #MandatoryEverify We must #EndSanctuaryCities We must #EndChainMigration We must take our nation back ! ! !,7,6.768243,7.0
We must Ask them to leave the nation. We must deport every illegal immigrant! We must have more border patrol agents. We must have mandatory everify.,5,5.3660474,5.0
how u gonna talk about how men r trash and rape culture but u out here laughing abt a girl u hated in high school getting raped bitch fuck u,8,7.9314113,7.0
how u gonna talk about how men r bad and rape culture but u out here laughing abt a girl u hated in high school getting exploited,6,6.17536,5.0
@user Some one tell the Judge that Aiding Illegal Aliens is against Federal Immigration laws so the judge legally can not order people to aid illegal aliens ! @user,6,6.48145,8.0
@mamendoza480 Some one tell the Judge that Aiding Illegal immigrants is against Federal Immigration laws so the judge legally can not order people to aid illegal immigrants!,5,5.231268,6.0
@user @user Agree with your idea to use the Army to build the wall ! Do it ! #BuildThatWall #BuildTheWall,7,7.202084,7.0
Agree with your idea to use the Army to build the wall! Do it! Ask them to leave the nation. Ask them to leave the nation.,5,5.3574004,5.0
@user @user this is why the #establishment is so dead set against us in our effort to #BuildTheWall #BuildThatWall #KAG #KAG2018 #KAG2020,7,7.077415,8.0
this is why the is so dead set against us in our effort to Ask them to leave the nation. Ask them to leave the nation.,5,4.8806458,6.0
"Stop talking about yourself , we will let you rest while you are in prison for treason , high crimes , etc @user @user #BuildTheWall #LockThemUp #EndDACA now ! ! ! ",8,7.7478204,8.0
"Stop talking about yourself, we will let you rest while you are in prison for treason, high crimes, etc Ask them to leave the nation. now !!!",6,5.915232,5.0
"Sometimes I wonder if it is Because Whites are so much smarter that they find it harder to run together , as opposed to , independently . ",7,6.530607,7.0
"Sometimes I wonder if it is Because people are so much smarter that they find it harder to run together , as opposed to , independently .",5,5.427928,5.0
Disgusted that Birmingham has gone from the ` ` workshop of the world ' ' ( a city of a thousand trades ) to producing scumbags like this .,7,7.2941165,7.0
Disgusted that Birmingham has gone from the `` workshop of the world '' ( a city of a thousand trades ) to producing people like this .,6,5.676805,6.0
And I urge Mattis to reject the Dems demand . #BuildThatWall #BuildTheWallNow #BuildTheWall,7,7.212762,7.0
And I urge Mattis to reject the Dems Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation.,5,4.759774,5.0
#SaturdayMorning people think #IllegalImmigration is just about #BuildThatWall and #Jobs . . . no one talks about the fraud committed or money sucked out by #IllegalAliens from social services . . . #MAGA #KAG #trump #AmericaFirst #foxandfriends,7,7.2068567,8.0
people think illegal immigration is just about jobs. and . . . no one talks about the fraud committed or money sucked out by from social services,5,5.4081264,4.0
"Or try yelling * * * * the nigs ya ' ll get suspended , jumped and hopefully some new wn friends or ya ' ll die trying . lol Rohawa its a battle cry . ",7,7.015384,7.0
"Or try yelling people ya 'll get suspended , jumped and hopefully some new wn friends or ya 'll die trying. lol its a battle cry .",5,5.3525376,6.0
CA - well now . Then your votes wont count if you allow illegal aliens to vote . THAT IS AN AMERICAN PRIVILEGE ! ! #BuildThatWall,7,7.3023877,8.0
CA - well now. Then your votes wont count if you allow illegal immigrants to vote. That is an american privilege. Ask them to leave the nation.,5,4.989503,6.0
There have been times when I have walked past some nigerian or skinny and they will cough with hand at their side without care for those around them .,7,6.834049,8.0
There have been times when I have walked past some person and they will cough with hand at their side without care for those around them .,6,5.5800996,6.0
Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,7,6.9177794,7.0
Call the person and tell him about hundreds of thousands of nationals who have invaded our country and laid seige to our cities on May 1 .,6,6.368266,6.0
Can i suggest some of the locals get up of their behinds and lets these traitors know that this anti-white festival is not welcome in their town 828,7,6.5235157,7.0
Can i suggest some of the locals get up of their behinds and lets these people know that this festival is not welcome in their town 828,5,5.30176,6.0
"Bad marriages has no place in any society , regardless of your culture.It destroys , morals , values , and the future of your offspring that will keep your culture alive.Regardless of your culture , bad marriage is bad for mankind . ",7,6.9722614,8.0
Does it surprise you that those White hating non-whites still want to live in White countries made GREAT by White people and brought low by non-whites ?,7,7.2342424,6.0
@user @user Bitch stfu ! Im just tired of you thinking you know me because of what that bum ass nigga tells you when he needs some pussy or a place to sleep,8,7.658191,9.0
shut up. Im just tired of you thinking you know me because of what that guy tells you when he needs something or a place to sleep,4,4.401952,6.0
"tbh , NOT ALL men are trash / shit . Just because all fucking around with the wrong ones , you donâ get to call the whole race shit . ",8,7.750522,8.0
"tbh , not all men are trash . Just because yall going around with the wrong ones , you dont get to call out the whole race.",6,6.055198,6.0
@user And there's a k*ke and a rapefugee overseeing the entire process . If anyone touches the ' wrong ' ballot they're immediately met with a loud OY VEY !,8,7.9765296,7.0
@nrxrubicon And there's a Jewish person and an immigrant overseeing the entire process. If anyone touches the 'wrong' ballot they're immediately met with a loud oy vey.,5,5.4385867,6.0
open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,5,5.39212,7.0
