sentence,Normalized_Sentence,intensity,Normalized_Intensity,Span,spanbio,postags
"@user She is friend with an African ? I bet she was and is still pro-rapefugee . Otherwise you aren't standing there with an African beside you . Sorry , but you wanted this . You are now afraid . I don't care for traitors like you , who did nothing whe ","@OnlineMagazin She is friend with an African? I bet she supports immigrants. Otherwise you aren't standing there with an African beside you. Sorry, but you wanted this. You are now afraid. I don't care for double crossers like you, who did nothing whe",9.0,6.0,"{'start': [15, 44], 'end': [15, 44]}",O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O,"NN PRP VBZ JJ IN DT JJ . PRP VBD PRP VBD CC VBZ RB JJ . VB PRP VBP VBG RB IN DT JJ NN PRP . NNP , CC PRP VBD DT . PRP VBP RB JJ . PRP VBP NN IN NNS IN PRP , WP VBD NN NN "
Good news.We are against illegal immigrants.Bangladeshi must go @user,We are against illegal immigrants.Bangladeshi must go,7.0,4.0,"{'start': [4], 'end': [5]}",O O O O B I O O O,JJ NNS VBP IN JJ NN MD VB NN 
"Congratulations to President Trump and to the United States of America for taking back our country from the illegal aliens . 191,000 illegal invaders have been arrested and deported so far this year to date . We must go faster to get them all . This is GREAT start ! #MAGA #NoDACA ","Congratulations to President Trump and to the United States of America for taking back our country from the illegal immigrants. 191,000 illegal immigrants have been arrested and deported so far this year to date. We must go faster to get them all. This is GREAT start! #MAGA #NoDACA",7.0,6.0,"{'start': [18, 28], 'end': [19, 28]}",O O O O O O O O O O O O O O O O O O B I O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O,NNS TO NNP NNP CC TO DT NNP NNPS IN NNP IN VBG RP PRP$ NN IN DT JJ NNS . CD JJ NNS VBP VBN VBN CC VBN RB RB DT NN TO NN . PRP MD VB RBR TO VB PRP DT . DT VBZ JJ NN . NN NN 
fuck that nasty bitch with a moslem dick,ignore that nasty woman with a moslem body,6.0,2.0,"{'start': [0, 2, 6], 'end': [0, 3, 7]}",B O B I O O B I,NN WDT JJ NN IN DT NN NN 
"The BLMtards are here , they crashed the LBBQWTF parade last month ( lol ) . ","The people are here , they crashed the parade last month ( lol ) .",7.0,5.0,"{'start': [1], 'end': [1]}",O B O O O O O O O O O O O O O O,"DT NNS VBP RB , PRP VBD DT NNP VBD JJ NN ( NN ) . "
I would hate to live in Dublin with all the foreigners there now .,I would hate to live in that place with all the people there now .,8.0,5.0,"{'start': [2], 'end': [2]}",O O B O O O O O O O O O O O,PRP MD VB TO VB IN NNP IN PDT DT NNS RB RB . 
@user haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,@user haha woman ima draw a webb in bullets round yo fuggin forehead #BeamThat woman i know where you reside,8.0,3.0,"{'start': [2, 11, 13], 'end': [2, 11, 13]}",O O B O O O O O O O O B O B O O O O O O,NN NN NN NN VB DT NN IN NNS VBP RB JJ NN IN NN NN VBP WRB PRP VB 
Why should American taxpayers have to support illegal people ? It is not our responsibility ! #Deport #BuildThatWall,Why should American taxpayers have to support illegal people? It is not our responsibility,8.0,4.0,"{'start': [7, 16, 17], 'end': [7, 16, 17]}",O O O O O O O B O O O O O O O O B I,WRB MD JJ NNS VBP TO VB JJ NNS . PRP VBZ RB PRP$ NN . NN NN 
My life has been so much better without you in it #WomenSuck,My life has been so much better without you in it. Women are bad,8.0,4.0,"{'start': [11], 'end': [11]}",O O O O O O O O O O O B,PRP$ NN VBZ VBN RB JJ JJR IN PRP IN PRP VBD 
bitches be so fine and got the nerve to like niggas,women be so fine and got the nerve to like african american men,8.0,3.0,"{'start': [0, 7], 'end': [0, 10]}",B O O O O O O B I I I,NNS VB RB JJ CC VBD DT NN TO VB NN 
look how the nigglets are looking at that white child,look how the awful african american kids are looking at that white child,6.0,2.0,"{'start': [3], 'end': [3]}",O O O B O O O O O O,VB WRB DT NNS VBP VBG IN DT JJ NN 
that prince who married that asian is a freak . imagine his half and half kids growing up and trying to marry into other royal families,that prince who married that Asian is unusual. imagine his kids growing up and trying to marry into other royal families,8.0,6.0,"{'start': [5, 8], 'end': [5, 8]}",O O O O O B O O B O O O O O O O O O O O O O O O O O,DT NN WP VBD IN JJ VBZ DT NN . VB PRP$ NN CC NN NNS VBG RP CC VBG TO VB IN JJ JJ NNS 
"Tell me more about your previous boyfriends , I really wanna hear about them #WomenSuck ","Tell me more about your previous boyfriends, I really wanna hear about them",8.0,3.0,"{'start': [14], 'end': [14]}",O O O O O O O O O O O O O O B,"VB PRP JJR IN PRP$ JJ NNS , PRP RB VBD JJ IN PRP VBP "
@user WHAT some of these BITch Part starlets promote to young is worse than rape it is rape of young minds . What goes around comes around !,what some of these starlets promote to young is worse than rape it is rape of young minds. What goes around comes around!,8.0,6.0,"{'start': [5, 14, 17], 'end': [5, 14, 17]}",O O O O O B O O O O O O O O B O O B O O O O O O O O O O,VB NNP DT IN DT NNP NNP VBZ VBP TO JJ VBZ JJR IN NN PRP VBZ NN IN JJ NNS . WP VBZ RB VBZ RP . 
What is the point in listening to Muslim women? They are all retarded.,What is the point in listening to some muslim women? They are not smart,7.0,3.0,"{'start': [7, 12], 'end': [8, 12]}",O O O O O O O B I O O O B,WP VBZ DT NN IN VBG TO NNP NN PRP VBP DT NN 
i do not wanna be on twitter when the verdict for the white bitch who killed the black man in his own apartment is announced if it not guilty on murder charges i just can not be on here,i do not wanna be on twitter when the verdict for the foul white woman who killed the black man in his own apartment is announced if it not guilty on murder charges i just can not be on here,6.0,2.0,"{'start': [12], 'end': [13]}",O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O,NNS VBP RB RB VB IN NN WRB DT NN IN DT JJ NN WP VBD DT JJ NN IN PRP$ JJ NN VBZ VBN IN PRP RB JJ IN NN NNS VBP RB MD RB VB IN RB 
"I get curved all the time IDGAF , there's too much pussy out here to trip off any bitch ","I get curved all the time IDGAF, there's too much woman out here to trip off",8.0,6.0,"{'start': [11, 18], 'end': [11, 18]}",O O O O O O O O O O O B O O O O O O B,"PRP VBP VBN PDT DT NN NNP , VB RB JJ NN RB RB TO NN RP DT NN "
holy shit the ugly kike at the end,oh damn the ugly foul jew at the end,6.0,2.0,"{'start': [0], 'end': [4]}",B I I I I O O O,NN VBD DT RB NN IN DT NN 
there a bunch of faggots in my 1 st period communicating by whistling i wanna beat their asses,there a bunch of foul gays in my 1 st period communicating by whistling i wanna beat them up,6.0,2.0,"{'start': [4, 15], 'end': [4, 17]}",O O O O B O O O O O O O O O O B I I,EX DT NN IN NNS IN PRP$ CD JJ NN NN IN VBG JJ VBP VBP PRP$ NNS 
If she dressed like a hoe in the cold she a real Whore,If she dressed like this in the cold she is bad,7.0,6.0,"{'start': [5, 12], 'end': [5, 12]}",O O O O O B O O O O O O B,IN PRP VBD IN DT NN IN DT JJ PRP DT JJ NN 
"@user @user Is there a more stupid person in congress than dipshit Harris ? This woman fd Willie Brown , thats gross . Total skank with the intelligence of a pollywog . ","Is there a more stupid person in congress than Harris? This woman fd Willie Brown, thats gross. She has such little intelligence",8.0,5.0,"{'start': [11, 24], 'end': [11, 24]}",O O O O O O O O O O O B O O O O O O O O O O O O B O O O O O O O,"NNP NNP VBZ RB DT RBR JJ NN IN NN IN VB NNP . DT NN VBZ NNP NNP , VBZ JJ . JJ NN IN DT NN IN DT NN . "
"@user I'm sick of this bullshit . Fucking hysterical media , hysterical feminists , pussy fake conservatives . Come asteroids , come ","I'm sick of this bullshit. hysterical media, feminists,fake conservatives. Come asteroids, come",7.0,3.0,"{'start': [5, 7, 14], 'end': [5, 7, 15]}",O O O O O B O B O O O O O O B I O O O O O O,"NN NNP NN IN DT NN . VBG JJ NNS , JJ NNS , JJ VBP NNS . NNP NNS , VB "
SEX : MALE RACE : BLACK D . O . B : 08-24- 1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of Cornielious from ` ` Planet of the Apes ' ' !,SEX: MALE RACE : HUMAN D.O.B : 08-24-1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an old person !,7.0,5.0,"{'start': [0, 5], 'end': [0, 5]}",B O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NN : JJ NNP : NNP NNP . NNP . NN : JJ CD NNP : CD POS CD NNS : CD NN : NNP NNP NNP IN NNP IN : CD NNP NNP NNP NNP NNP CD NNP DT NN VBZ IN DT JJ NN IN NNP IN `` `` NN IN DT NNP POS POS . 
"But unfortunately , Maine ' s become the dumping ground for Somalis and other African trash . ","But unfortunately , Maine 's become the dumping ground for people and other trash .",8.0,6.0,"{'start': [8, 14], 'end': [8, 15]}",O O O O O O O O B O O O O O B I O,"CC RB , NNP POS NN VBP DT NN NN IN NNP CC JJ JJ NN . "
"@user I care , fuck that stupid bitch who quoted this saying nobody cares ","I care , that stupid woman who quoted this saying nobody cares",8.0,5.0,"{'start': [4, 6], 'end': [4, 7]}",O O O O B O B I O O O O O O,"NN PRP VBP , VBP IN JJ NN WP VBD DT VBG NN NNS "
Westerners believe Islam is incompatible with their world. They consider it a religion worse than others. There are surveys about this.,Some people believe Islam is incompatible with their world. They consider it among the bad religions. There are some surveys about this.,7.0,4.0,"{'start': [2, 12], 'end': [4, 15]}",O O B I I O O O O O O O B I I I O O O O O,NNS VBP NNP VBZ JJ IN PRP$ NN PRP VBP PRP DT NN JJR IN JJR EX VBP NNS IN NN 
@user Cobra didntdo anything . Insecure drunken whore ass Lily basically lied & manipulated out of anger bc Jr didnt want a slut !,Cobra didnt do anything. Insecure Lily basically lied & manipulated out of anger bc Jr didnt want a hustler,8.0,6.0,"{'start': [6, 22], 'end': [8, 22]}",O O O O O O B I I O O O O O O O O O O O O O B O,NN NNP NN NN . NNP VBZ RB JJ NNP RB VBD CC VBD IN IN NN NN NNP NN VBP DT NN . 
Has it been a year since Trump turned the left into a bunch of hysterical women bloody hell time flies #MAGA,"Has it been a year since Trump turned the left into a bunch of hysterical women ,time flies",7.0,4.0,"{'start': [16], 'end': [17]}",O O O O O O O O O O O O O O O O B I O O O,VBZ PRP VBN DT NN IN NNP VBD DT NN IN DT NN IN JJ NNS NN NN NN NNS VBP 
ivanrabago _ : @user @user Joshua is a faggot . Just suspend him on those grounds,Joshua is a homosexual and should not be allowed to continue.,7.0,6.0,"{'start': [8], 'end': [8]}",O O O O O O O O B O O O O O O O,JJ NN : NN NNP NNP VBZ DT NN . NNP VBP PRP IN DT NNS 
this is wrong it included nigger on the end it read white lives matter nigger that why this particular incident was a bigger deal,this is wrong it included awful perosn of african origin on the end it read white lives matter foul african american  that why this particular incident was a bigger deal,6.0,2.0,"{'start': [5, 14], 'end': [5, 14]}",O O O O O B O O O O O O O O B O O O O O O O O O,DT VBZ JJ PRP VBD NN IN DT NN PRP VBD JJ NNS NN NN WDT WRB DT JJ NN VBD DT JJR NN 
crash at van dyke lanes blocked left shoulder left lane event type crash county macomb,crash at van foul lesbians lanes blocked left shoulder left lane event type crash county macomb,6.0,2.0,"{'start': [3], 'end': [3]}",O O O B O O O O O O O O O O O,NN IN NN NN NNS VBD JJ NN VBD JJ NN NN NN NN NN 
its dumb bitch season all year round,its dumb foul woman season all year round,6.0,2.0,"{'start': [1], 'end': [2]}",O B I O O O O,PRP$ JJ NN NN DT NN NN 
"Yes Muslims do breed like vermin , i believe that ' s part of their intention to breed out other races in order to make themselves the majority . ","Yes people do breed like vermin , i believe that 's part of their intention to breed out other people in order to make themselves the majority .",7.0,6.0,"{'start': [1, 20], 'end': [1, 20]}",O B O O O O O O O O O O O O O O O O O O B O O O O O O O O,"UH NNP VBP VB IN NN , JJ VBP IN '' JJ NN IN PRP$ NN TO VB RP JJ NNS IN NN TO VB PRP DT NN . "
nala is being a little hoe at the vet smh lol,nala is being a little foul woman at the vet smh lol,6.0,2.0,"{'start': [5], 'end': [5]}",O O O O O B O O O O O,NN VBZ VBG DT JJ NN IN DT NN NN NN 
"@user shut yo beaner ass up spic and hop your faggot ass back across the border little nigga , go listen to some pitbull ","@user shut up spanish speaking mexican and hop back across the border, go listen to some pitbull",7.0,4.0,"{'start': [1, 4, 10, 17], 'end': [1, 4, 11, 17]}",O B O O B O O O O O B I O O O O O B O O O O O O,"NN NN NN NN VBD RP NN CC VB PRP$ NN NN RB IN DT NN JJ NN , VB RBR TO DT NN "
"@user God I hate that dumb cunt with her shitty music and feminismâ „  , meanwhile her country is the rape capital of Europe ",I hate that dumb person with her shitty music and feminism meanwhile her country is the rape capital of Europe,8.0,6.0,"{'start': [3, 5, 9, 20], 'end': [3, 6, 9, 20]}",O O O B O B I O O B O O O O O O O O O O B O O O,"NNP NNP PRP VBP IN JJ NN IN PRP$ JJ NN CC NN NNP , RB PRP$ NN VBZ DT NN NN IN NNP "
"How many thousands of taxpayer dollars did Rockelle Garza fleece to defend free abortions for illegal aliens ? Oh the poor illegal alien might get spanked by her parents , gimmie a break . #BuildThatWall #FridayFeeIings ",How many thousands of taxpayer dollars did Rockelle Garza fleece to defend free abortions for illegal immigrants? Oh the poor illegal immigrant might get spanked by her parents. Ask them to leave the nation.,8.0,6.0,"{'start': [15, 22, 34], 'end': [16, 23, 34]}",O O O O O O O O O O O O O O O B I O O O O O B I O O O O O O O O O O B O,"WRB JJ NNS IN NN NNS VBD NNP NNP NN TO VB JJ NNS IN JJ NNS . IN DT JJ JJ NN MD VB VBN IN PRP$ NNS , VBP DT NN . JJ NNS "
You've been dating for three days . ' I Love You ' shouldn't even be in your vocabulary . #ClingyAssBitches #WomenSuck,You've been dating for three days. 'I Love You' shouldn't even be in your vocabulary woman,7.0,4.0,"{'start': [19, 20], 'end': [19, 20]}",O O O O O O O O O O O O O O O O O O O B I,RB VBN VBG IN CD NNS . '' PRP VBP PRP VBP JJ RB VB IN PRP$ JJ . NNS VBD 
"ego talk to your other hoes first of all , bitch you are the only one i talk to ! ","talk to your other women. first of all, youre the only one i talk to",7.0,3.0,"{'start': [5, 10], 'end': [5, 10]}",O O O O O B O O O O B O O O O O O O O O,"NN NN TO PRP$ JJ NNS RB IN DT , NN PRP VBP DT JJ CD NN NN TO . "
she deserved it for race mixing looks like a quadroon tho either way another nigger made good too bad the baby lived,she deserved it for race mixing looks like a quarter of black origin tho either way another foul african american made good too bad the baby lived,6.0,2.0,"{'start': [9, 14], 'end': [9, 14]}",O O O O O O O O O B O O O O B O O O O O O O,PRP VBD PRP IN NN VBG NNS IN DT NN NN DT NN DT NN VBD JJ RB JJ DT NN VBD 
"Illegal alien in Utah who was deported raped 7 - year-old girl ' thousands of times , ' police say @url","Illegal immigrant in Utah who was deported raped 7-year-old girl multiple times,police say",7.0,5.0,"{'start': [0, 6], 'end': [1, 7]}",B I O O O O B I O O O O O O O O O O O O O,"NNP NN IN NNP WP VBD VBN VBD CD : JJ NN POS NNS IN NNS , '' NNS VBP NN "
@user U DAM STUPID ASS HOLE THEY DON'T KILL ANIMALS IT FOR WOMEN WITH BREAST CANCER U DAM BITCH ! ! !,U dam stupid they don't kill animals it for women with breast cancer,7.0,4.0,"{'start': [3, 18], 'end': [4, 18]}",O O O B I O O O O O O O O O O O O O B O O O,NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP . . . 
@user @user usa only gave u guys money and now who is giving them money are not you guys doing now and what about alkaida laskara taiba jihadi isi mujhadin etc and ur hero haffez saeed masood azhar etc what about them,"@user @user usa only gave u guys money and now who is giving them money are not you guys doing now and what about all the terrorist organizations and their leaders, what about them",8.0,3.0,"{'start': [24], 'end': [41]}",O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I I I I I I I I I I I I I,NNP NNP IN RB VBD JJ JJ NN CC RB WP VBZ VBG PRP NN VBP RB PRP VBP VBG RB CC WP IN JJ NN NN NN NN NN NN CC JJ NN NN VBD NN NN VB WP IN PRP 
@user and @user you fucking cunts #mkr,@user and @user you rude people,6.0,1.0,"{'start': [4, 6], 'end': [5, 6]}",O O O O B I I,NN CC NNP PRP VBG NNS VB 
"Foreign Invader , Ernesto Esquivel-Garcia , 20 , TWICE arrested & in the custody of immigration officials TWICE released just to go kill an American citizen 😡 . #DeportThemAll #BuildTheWall #lilbulli @user","Foreign Invader, Ernesto Esquivel-Garcia, 20, TWICE arrested & in the custody of immigration officials TWICE released just to go kill an American Ask them to leave the nation.",8.0,5.0,"{'start': [22, 28, 29, 30], 'end': [22, 28, 29, 30]}",O O O O O O O O O O O O O O O O O O O O O O B O O O O O B I I O,"NNP NNP , NNP NNP , CD , NNP VBD CC IN DT NN IN NN NNS NNP VBD RB TO VB VB DT JJ NN NN . VB JJ NNP NN "
