sentence,intensity
male prostitution in pakistan is huge most pakis have had sex with other men pakistani muslim men also like to rape little boys who will stone these blasphemers who will discuss these islamic hypocrisies eh,9
trump playing 4 d chess or just being a filthy kike stooge,6
Yall want sex to be some kinda spiritual rabbit hole soooo bad . * Just finished * Her : I'm hungry You : Me too bitch @url,8
<number> <number> salute brother its the the truth and nothing but the truth enjoy and let it develop your brain and use it against your foul jewish government,2
"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",8
I could not care less what she thinks.,5
#MKR @user I hope @user ( The cat ) and @user lose and leave the show . @user is a nasty piece of work who can't win fairly,5
harm you you total stupid gay stupid jewish parasite anti white c we are going to wipe you from the face of this earth you better pray there is not a war soon,4
@user i wonder how many of the white trash people who voted for still believes in you,5
Last I checked men HAVE THE PENIS and women DON'T . I Won't say it again but THE DICK IS ALL THAT MATTERS #MensRights !,8
we need to go back and beat them and i mean hard so hard that the muzzies are to scared to ever step up in the world again crush their spirits now and brutally at that,7
that his sister awful baboon looking friend melissa is apparently dating some blonde dude,3
"@user @user @user Boy , they sure hated being separated from their kids , didn't they ? #LiberalismIsAMentalDisorderThe kids shouldn't get to stay ! ! ! #DeportThemAll #EndFamilySeparation ! #StopCatchAndRelease ",8
wearing out their welcome on planet earth just as fast as their awful muslim mates,2
"Some muslims have nothing to do with western culture and as soon as the west will understand, this misinterpretation of Islam will be defeated.",5
woman you shouldnt be putting it out there,4
It is not about multiculturalism but about misinterpretation of Islam. Some muslims use it try to dominate all other cultures. Wake up!,5
@user i know she goin bout how long is she really gone be in that hoe white time and black time different,6
told dat bitch get right or get left,6
Bitch mad cuz I nutted quick ... first of all yo pussy just good so be happy,8
girls dont exist on the internet stop spreading kike lies,6
"@user Crawl back in your hole , you're nothing but a fame whore tv judge ",7
"Are you an English girl living in some Islamic area? Remember to keep away from some suspicious muslim men. Do not take gifts of sweets, cigarettes, drink or drugs. Do not accept lifts or 'party' invitations. Do not trust some Police or Social Workers.",5
Danger Treasonous individuals paid for by Soros and globalist. Build the wall,5
This disgusting negro makes us ( white people ) look bad .,7
"I suppose they 're trying to be funny , but it 's really just an effort to continue demonizing people and propagating the adversity .",5
even a down syndrome kike knows the torah was written during captivity in babylon compare the myths,6
. @user Those women are not exploited . They make a calculated choice to use sex to advance careers .,5
@user well he was ex military so i was thinking regulation programmed bot sent out to cover up the public outrage over the chicago kidnapping now it probably still that but add muzzie to the mix,6
#ICE #IllegalImmigration #IllegalAliens #BorderPatrol #MS13One reason Iâ € ™ m against illegal immigration is that we ... @url,7
if this woman texts my man again im going to put bullet holes into your knee caps. i don't fight such people,5
Fgm may happen to girls that have muslims parents who misinterpret Islam!,5
Police boat looking for a crack whore named @user who's been dealing meth and whoring herself out for a powered camp site . #MKR,6
""" @user : LMFAOOOO I HATE BLACK PEOPLE @url",7
"The problem is in blacks ' heads , but hey , you have already known that . ",8
@user you do know the nigger family skit had white people in it chappelle used the word for a skit he not walking around calling everybody faggots my iq understands that much,6
@user a person that needs to grow up,2
Pro Tip- Fuck woman in their 30's... No one wants them so they're easy and they're also experienced,6
if i ever meet that fat nigger oprah im gonna call her a spaboolie,6
that foul african american rob said drums over flats and a proud bleu cheese advocate and you all let that boy talk crazy bout food to you all smh,2
well im glad to hear there are more youth in our world and lets all hope those mudds and niggs go to h-e-l-l,7
that stupid foul african american woman @user illis wont debate me its scared of yt making it look like a fool,2
"Shows what human group these people belong , the poor person got an infection from the dirtiness .",5
"A recent YouGov survey shows that some Westerners view islam differently than other religions, deeming it different from others",5
Even if they do stop pouring in most of those that are here have no intention of going back to poland .,8
There can never be peace wherever there is Islam.,6
it all fun games until the prison foul women of african origin harm her for appropriating their race then it just fun,3
i gained followers from this despicable jew lovers post thanks foul gays,2
